id,entity_id,hgnc_status,hgnc_id,entrez_id,ensembl_id,data_source_id,locus_group_id,locus_type_id
6073,6073,Approved,HGNC:6047,10989.0,ENSG00000132305,1,1,1
6074,6074,Approved,HGNC:6048,54045.0,ENSG00000229880,1,3,3
6075,6075,Approved,HGNC:14497,55272.0,ENSG00000177971,1,1,1
6076,6076,Approved,HGNC:49385,646087.0,ENSG00000230589,1,3,3
6077,6077,Approved,HGNC:49386,106480272.0,ENSG00000239722,1,3,3
6078,6078,Approved,HGNC:30856,92856.0,ENSG00000136718,1,1,1
6079,6079,Approved,HGNC:6050,3612.0,ENSG00000133731,1,1,1
6080,6080,Approved,HGNC:33956,650747.0,ENSG00000251521,1,3,3
6081,6081,Approved,HGNC:6051,3613.0,ENSG00000141401,1,1,1
6082,6082,Approved,HGNC:20387,55364.0,ENSG00000154059,1,1,1
6083,6083,Approved,HGNC:6052,3614.0,ENSG00000106348,1,1,1
6084,6084,Approved,HGNC:19912,340499.0,,1,3,3
6085,6085,Approved,HGNC:33957,402394.0,ENSG00000214045,1,3,3
6086,6086,Approved,HGNC:33958,136307.0,ENSG00000214815,1,3,3
6087,6087,Approved,HGNC:33959,139334.0,ENSG00000237206,1,3,3
6088,6088,Approved,HGNC:33960,340780.0,ENSG00000213513,1,3,3
6089,6089,Approved,HGNC:33961,392267.0,ENSG00000254294,1,3,3
6090,6090,Approved,HGNC:33962,391467.0,ENSG00000226553,1,3,3
6091,6091,Approved,HGNC:33963,131961.0,ENSG00000224728,1,3,3
6092,6092,Approved,HGNC:33964,441132.0,ENSG00000218976,1,3,3
6093,6093,Approved,HGNC:33965,100874399.0,ENSG00000232133,1,3,3
6094,6094,Approved,HGNC:6054,727833.0,ENSG00000261647,1,3,3
6095,6095,Approved,HGNC:6053,3615.0,ENSG00000178035,1,1,1
6096,6096,Approved,HGNC:6055,3617.0,ENSG00000112706,1,1,1
6097,6097,Approved,HGNC:18362,50939.0,ENSG00000081148,1,1,1
6098,6098,Approved,HGNC:6057,9118.0,ENSG00000148798,1,1,1
6099,6099,Approved,HGNC:27406,255783.0,ENSG00000257704,1,1,1
6100,6100,Approved,HGNC:35165,100505573.0,ENSG00000259330,1,1,1
6101,6101,Approved,HGNC:25599,55765.0,ENSG00000163362,1,1,1
6102,6102,Approved,HGNC:56475,100420831.0,ENSG00000244144,1,3,3
6103,6103,Approved,HGNC:32224,388324.0,ENSG00000196388,1,1,1
6104,6104,Approved,HGNC:6058,3619.0,ENSG00000149503,1,1,1
6105,6105,Approved,HGNC:6060,8552.0,ENSG00000224975,1,2,2
6106,6106,Approved,HGNC:6061,8551.0,ENSG00000281371,1,2,2
6107,6107,Approved,HGNC:23791,64423.0,ENSG00000203485,1,1,1
6108,6108,Approved,HGNC:6062,3621.0,ENSG00000153487,1,1,1
6109,6109,Approved,HGNC:6063,3622.0,ENSG00000168556,1,1,1
6110,6110,Approved,HGNC:55723,389247.0,ENSG00000232648,1,2,2
6111,6111,Approved,HGNC:14587,54556.0,ENSG00000071243,1,1,1
6112,6112,Approved,HGNC:19423,51147.0,ENSG00000111653,1,1,1
6113,6113,Approved,HGNC:19421,84289.0,ENSG00000168395,1,1,1
6114,6114,Approved,HGNC:6064,27160.0,ENSG00000243468,1,3,3
6115,6115,Approved,HGNC:6065,3623.0,ENSG00000123999,1,1,1
6116,6116,Approved,HGNC:6066,3624.0,ENSG00000122641,1,1,1
6117,6117,Approved,HGNC:40303,285954.0,ENSG00000224116,1,2,2
6118,6118,Approved,HGNC:6067,3625.0,ENSG00000163083,1,1,1
6119,6119,Approved,HGNC:6068,3626.0,ENSG00000175189,1,1,1
6120,6120,Approved,HGNC:24029,83729.0,ENSG00000139269,1,1,1
6121,6121,Approved,HGNC:11759,100129696.0,ENSG00000242337,1,3,3
6122,6122,Approved,HGNC:24994,58493.0,ENSG00000148153,1,1,1
6123,6123,Approved,HGNC:32480,389119.0,ENSG00000185614,1,1,1
6124,6124,Approved,HGNC:28045,55924.0,ENSG00000197852,1,1,1
6125,6125,Approved,HGNC:49446,100506343.0,ENSG00000227811,1,2,2
6126,6126,Approved,HGNC:56260,124900714.0,,1,2,2
6127,6127,Approved,HGNC:6069,11185.0,ENSG00000241644,1,1,1
6128,6128,Approved,HGNC:41995,100526825.0,ENSG00000254959,1,4,6
6129,6129,Approved,HGNC:26956,54617.0,ENSG00000128908,1,1,1
6130,6130,Approved,HGNC:53138,109729177.0,ENSG00000259521,1,2,2
6131,6131,Approved,HGNC:13324,83444.0,ENSG00000115274,1,1,1
6132,6132,Approved,HGNC:49199,100532735.0,ENSG00000274049,1,4,6
6133,6133,Approved,HGNC:26994,125476.0,ENSG00000153391,1,1,1
6134,6134,Approved,HGNC:25997,54891.0,ENSG00000114933,1,1,1
6135,6135,Approved,HGNC:55803,122152328.0,ENSG00000227946,1,2,2
6136,6136,Approved,HGNC:26905,283899.0,ENSG00000169592,1,1,1
6137,6137,Approved,HGNC:6071,3628.0,ENSG00000151689,1,1,1
6138,6138,Entry Withdrawn,HGNC:6072,,,1,4,4
6139,6139,Approved,HGNC:6074,3631.0,ENSG00000040933,1,1,1
6140,6140,Approved,HGNC:6075,8821.0,ENSG00000109452,1,1,1
6141,6141,Approved,HGNC:6076,3632.0,ENSG00000068383,1,1,1
6142,6142,Approved,HGNC:6077,3633.0,ENSG00000204084,1,1,1
6143,6143,Approved,HGNC:40304,128266844.0,ENSG00000230955,1,2,2
6144,6144,Entry Withdrawn,HGNC:6078,,,1,4,4
6145,6145,Approved,HGNC:6079,3635.0,ENSG00000168918,1,1,1
6146,6146,Approved,HGNC:21474,56623.0,ENSG00000148384,1,1,1
6147,6147,Approved,HGNC:17054,22876.0,ENSG00000198825,1,1,1
6148,6148,Approved,HGNC:8956,27124.0,ENSG00000185133,1,1,1
6149,6149,Approved,HGNC:33882,51763.0,ENSG00000132376,1,1,1
6150,6150,Approved,HGNC:6080,3636.0,ENSG00000165458,1,1,1
6151,6151,Approved,HGNC:6081,3630.0,ENSG00000254647,1,1,1
6152,6152,Approved,HGNC:33527,723961.0,ENSG00000129965,1,4,6
6153,6153,Entry Withdrawn,HGNC:6082,,,1,4,4
6154,6154,Approved,HGNC:33116,387755.0,ENSG00000188487,1,1,1
6155,6155,Approved,HGNC:6083,3638.0,ENSG00000186480,1,1,1
6156,6156,Approved,HGNC:55155,105375591.0,ENSG00000273117,1,2,2
6157,6157,Approved,HGNC:20452,51141.0,ENSG00000125629,1,1,1
6158,6158,Entry Withdrawn,HGNC:6084,,,1,4,4
6159,6159,Entry Withdrawn,HGNC:6085,,,1,4,4
6160,6160,Approved,HGNC:6086,3640.0,ENSG00000248099,1,1,1
6161,6161,Approved,HGNC:6087,3641.0,ENSG00000120211,1,1,1
6162,6162,Approved,HGNC:6088,10022.0,ENSG00000172410,1,1,1
6163,6163,Approved,HGNC:6089,11172.0,ENSG00000120210,1,1,1
6164,6164,Approved,HGNC:6090,3642.0,ENSG00000173404,1,1,1
6165,6165,Approved,HGNC:17539,84684.0,ENSG00000168348,1,1,1
6166,6166,Approved,HGNC:6091,3643.0,ENSG00000171105,1,1,1
6167,6167,Entry Withdrawn,HGNC:6092,,,1,4,4
6168,6168,Approved,HGNC:6093,3645.0,ENSG00000027644,1,1,1
6169,6169,Entry Withdrawn,HGNC:6095,,,1,4,4
6170,6170,Approved,HGNC:33753,388135.0,ENSG00000205363,1,1,1
6171,6171,Approved,HGNC:51422,101929221.0,ENSG00000260469,1,2,2
6172,6172,Approved,HGNC:33859,642938.0,ENSG00000188916,1,1,1
6173,6173,Approved,HGNC:37271,100131897.0,ENSG00000204767,1,1,1
6174,6174,Approved,HGNC:24555,26173.0,ENSG00000164880,1,1,1
6175,6175,Approved,HGNC:29241,57508.0,ENSG00000108506,1,1,1
6176,6176,Approved,HGNC:26153,65123.0,ENSG00000143624,1,1,1
6177,6177,Approved,HGNC:25048,92105.0,ENSG00000149262,1,1,1
6178,6178,Approved,HGNC:21925,285905.0,ENSG00000164669,1,3,3
6179,6179,Approved,HGNC:22351,644619.0,ENSG00000273024,1,3,3
6180,6180,Approved,HGNC:29352,80789.0,ENSG00000185085,1,1,1
6181,6181,Approved,HGNC:14879,26512.0,ENSG00000102786,1,1,1
6182,6182,Approved,HGNC:42691,100507398.0,ENSG00000236778,1,2,2
6183,6183,Approved,HGNC:27334,203522.0,ENSG00000165359,1,1,1
6184,6184,Approved,HGNC:41180,100874118.0,ENSG00000225235,1,2,2
6185,6185,Approved,HGNC:43921,285634.0,ENSG00000250492,1,3,3
6186,6186,Approved,HGNC:24484,25896.0,ENSG00000143493,1,1,1
6187,6187,Approved,HGNC:26048,55656.0,ENSG00000164941,1,1,1
6188,6188,Approved,HGNC:25592,55756.0,ENSG00000104299,1,1,1
6189,6189,Approved,HGNC:53139,109729178.0,ENSG00000254034,1,2,2
6190,6190,Approved,HGNC:25548,55174.0,ENSG00000104613,1,1,1
6191,6191,Approved,HGNC:26052,54973.0,ENSG00000127054,1,1,1
6192,6192,Approved,HGNC:25067,57117.0,ENSG00000138785,1,1,1
6193,6193,Approved,HGNC:20174,55726.0,ENSG00000064102,1,1,1
6194,6194,Approved,HGNC:25372,81556.0,ENSG00000138614,1,1,1
6195,6195,Approved,HGNC:21702,79034.0,ENSG00000146576,1,1,1
6196,6196,Approved,HGNC:29239,27152.0,ENSG00000164066,1,1,1
6197,6197,Approved,HGNC:17870,27130.0,ENSG00000119509,1,1,1
6198,6198,Approved,HGNC:18360,9807.0,ENSG00000176095,1,1,1
6199,6199,Approved,HGNC:17313,51447.0,ENSG00000068745,1,1,1
6200,6200,Approved,HGNC:17269,117283.0,ENSG00000161896,1,1,1
6201,6201,Approved,HGNC:21204,26034.0,ENSG00000074706,1,1,1
6202,6202,Approved,HGNC:20739,253430.0,ENSG00000151151,1,1,1
6203,6203,Approved,HGNC:39354,401730.0,ENSG00000226507,1,3,3
6204,6204,Approved,HGNC:19426,79711.0,ENSG00000196497,1,1,1
6205,6205,Approved,HGNC:6402,3843.0,ENSG00000065150,1,1,1
6206,6206,Approved,HGNC:49687,100132815.0,ENSG00000269837,1,3,3
6207,6207,Approved,HGNC:9852,10527.0,ENSG00000205339,1,1,1
6208,6208,Approved,HGNC:39837,100129708.0,ENSG00000232951,1,3,3
6209,6209,Approved,HGNC:39838,100128337.0,ENSG00000225674,1,3,3
6210,6210,Approved,HGNC:9853,10526.0,ENSG00000133704,1,1,1
6211,6211,Approved,HGNC:41955,100418819.0,ENSG00000224668,1,3,3
6212,6212,Approved,HGNC:19425,55705.0,ENSG00000198700,1,1,1
6213,6213,Approved,HGNC:40892,100873949.0,ENSG00000231871,1,2,2
6214,6214,Approved,HGNC:20628,51194.0,ENSG00000086200,1,1,1
6215,6215,Approved,HGNC:16853,9670.0,ENSG00000117408,1,1,1
6216,6216,Approved,HGNC:6108,3652.0,ENSG00000197429,1,1,1
6217,6217,Approved,HGNC:14645,64768.0,ENSG00000127080,1,1,1
6218,6218,Approved,HGNC:39390,100874419.0,ENSG00000225585,1,3,3
6219,6219,Approved,HGNC:6109,3653.0,,1,2,2
6220,6220,Approved,HGNC:49576,642574.0,ENSG00000203499,1,1,1
6221,6221,Approved,HGNC:41137,107080627.0,ENSG00000232893,1,2,2
6222,6222,Approved,HGNC:28949,9657.0,ENSG00000173226,1,1,1
6223,6223,Approved,HGNC:17727,340192.0,ENSG00000217539,1,3,3
6224,6224,Approved,HGNC:25545,55721.0,ENSG00000160051,1,1,1
6225,6225,Approved,HGNC:41107,,ENSG00000224066,1,2,2
6226,6226,Approved,HGNC:29171,23288.0,ENSG00000106012,1,1,1
6227,6227,Approved,HGNC:28607,132141.0,ENSG00000173389,1,1,1
6228,6228,Approved,HGNC:31815,389123.0,ENSG00000184345,1,1,1
6229,6229,Approved,HGNC:31816,401067.0,ENSG00000229972,1,1,1
6230,6230,Approved,HGNC:54720,100506840.0,ENSG00000224792,1,3,3
6231,6231,Approved,HGNC:35159,389124.0,ENSG00000214681,1,1,1
6232,6232,Approved,HGNC:41297,101928999.0,ENSG00000235455,1,2,2
6233,6233,Approved,HGNC:35158,440956.0,ENSG00000214686,1,1,1
6234,6234,Approved,HGNC:25721,64799.0,ENSG00000103599,1,1,1
6235,6235,Approved,HGNC:44104,100506686.0,ENSG00000259673,1,2,2
6236,6236,Approved,HGNC:32406,654502.0,ENSG00000214216,1,1,1
6237,6237,Approved,HGNC:38842,100505385.0,ENSG00000283154,1,4,6
6238,6238,Approved,HGNC:41303,100874433.0,ENSG00000241211,1,2,2
6239,6239,Approved,HGNC:28556,124152.0,ENSG00000174628,1,1,1
6240,6240,Approved,HGNC:58199,105371115.0,ENSG00000261195,1,2,2
6241,6241,Approved,HGNC:53443,285423.0,ENSG00000234828,1,1,1
6242,6242,Approved,HGNC:29350,80726.0,ENSG00000130518,1,1,1
6243,6243,Approved,HGNC:6110,8826.0,ENSG00000140575,1,1,1
6244,6244,Approved,HGNC:6111,10788.0,ENSG00000145703,1,1,1
6245,6245,Approved,HGNC:20669,128239.0,ENSG00000183856,1,1,1
6246,6246,Approved,HGNC:29112,9922.0,ENSG00000144711,1,1,1
6247,6247,Approved,HGNC:29059,23096.0,ENSG00000124313,1,1,1
6248,6248,Approved,HGNC:29193,440073.0,ENSG00000120645,1,1,1
6249,6249,Approved,HGNC:56002,105369592.0,ENSG00000256540,1,2,2
6250,6250,Approved,HGNC:56741,105369593.0,ENSG00000256948,1,2,2
6251,6251,Approved,HGNC:49848,100132450.0,ENSG00000256902,1,3,3
6252,6252,Approved,HGNC:49849,100130073.0,,1,3,3
6253,6253,Approved,HGNC:49850,728056.0,ENSG00000274727,1,3,3
6254,6254,Approved,HGNC:21995,154865.0,ENSG00000164675,1,1,1
6255,6255,Approved,HGNC:7237,10335.0,ENSG00000072952,1,1,1
6256,6256,Approved,HGNC:43434,100129827.0,ENSG00000177112,1,2,2
6257,6257,Approved,HGNC:6690,4033.0,ENSG00000118308,1,1,1
6258,6258,Approved,HGNC:50365,104472848.0,ENSG00000259424,1,2,2
6259,6259,Approved,HGNC:6112,3654.0,ENSG00000184216,1,1,1
6260,6260,Approved,HGNC:17368,134728.0,ENSG00000146243,1,1,1
6261,6261,Approved,HGNC:6113,3656.0,ENSG00000134070,1,1,1
6262,6262,Approved,HGNC:17020,11213.0,ENSG00000090376,1,1,1
6263,6263,Approved,HGNC:17967,51135.0,ENSG00000198001,1,1,1
6264,6264,Approved,HGNC:6115,3658.0,ENSG00000136381,1,1,1
6265,6265,Approved,HGNC:6116,3659.0,ENSG00000125347,1,1,1
6266,6266,Approved,HGNC:6117,3660.0,ENSG00000168310,1,1,1
6267,6267,Approved,HGNC:54871,117134601.0,ENSG00000271646,1,2,2
6268,6268,Approved,HGNC:21728,26145.0,ENSG00000170604,1,1,1
6269,6269,Approved,HGNC:21729,359948.0,ENSG00000168264,1,1,1
6270,6270,Approved,HGNC:14282,64207.0,ENSG00000119669,1,1,1
6271,6271,Approved,HGNC:6118,3661.0,ENSG00000126456,1,1,1
6272,6272,Approved,HGNC:6119,3662.0,ENSG00000137265,1,1,1
6273,6273,Approved,HGNC:6120,3663.0,ENSG00000128604,1,1,1
6274,6274,Approved,HGNC:41981,100420406.0,ENSG00000251347,1,3,3
6275,6275,Approved,HGNC:6121,3664.0,ENSG00000117595,1,1,1
6276,6276,Approved,HGNC:6122,3665.0,ENSG00000185507,1,1,1
6277,6277,Approved,HGNC:5358,3394.0,ENSG00000140968,1,1,1
6278,6278,Approved,HGNC:6131,10379.0,ENSG00000213928,1,1,1
6279,6279,Approved,HGNC:28835,56269.0,ENSG00000124449,1,1,1
6280,6280,Approved,HGNC:29597,345611.0,ENSG00000237693,1,1,1
6281,6281,Approved,HGNC:24868,126298.0,ENSG00000167378,1,1,1
6282,6282,Approved,HGNC:6125,3667.0,ENSG00000169047,1,1,1
6283,6283,Approved,HGNC:6126,8660.0,ENSG00000185950,1,1,1
6284,6284,Approved,HGNC:6127,442338.0,ENSG00000184414,1,3,3
6285,6285,Approved,HGNC:6128,8471.0,ENSG00000133124,1,1,1
6286,6286,Approved,HGNC:55650,101928358.0,ENSG00000237863,1,2,2
6287,6287,Approved,HGNC:14358,79192.0,ENSG00000170549,1,1,1
6288,6288,Approved,HGNC:33315,646390.0,ENSG00000231417,1,3,3
6289,6289,Approved,HGNC:14359,153572.0,ENSG00000170561,1,1,1
6290,6290,Approved,HGNC:24226,153571.0,ENSG00000186493,1,2,2
6291,6291,Approved,HGNC:14360,79191.0,ENSG00000177508,1,1,1
6292,6292,Approved,HGNC:6129,50805.0,ENSG00000113430,1,1,1
6293,6293,Approved,HGNC:40305,101929056.0,ENSG00000249116,1,2,2
6294,6294,Approved,HGNC:33316,100009671.0,,1,3,3
6295,6295,Approved,HGNC:14361,10265.0,ENSG00000176842,1,1,1
6296,6296,Approved,HGNC:14675,79190.0,ENSG00000159387,1,1,1
6297,6297,Approved,HGNC:28660,81689.0,ENSG00000135070,1,1,1
6298,6298,Approved,HGNC:33263,389293.0,ENSG00000217416,1,3,3
6299,6299,Approved,HGNC:38023,100288517.0,ENSG00000229840,1,3,3
6300,6300,Approved,HGNC:38024,100131092.0,ENSG00000261965,1,3,3
6301,6301,Approved,HGNC:38025,100128012.0,ENSG00000259405,1,3,3
6302,6302,Approved,HGNC:38026,100288250.0,,1,3,3
6303,6303,Approved,HGNC:38027,100130549.0,ENSG00000227653,1,3,3
6304,6304,Approved,HGNC:57008,100422298.0,ENSG00000268731,1,3,3
6305,6305,Approved,HGNC:19857,122961.0,ENSG00000165898,1,1,1
6306,6306,Approved,HGNC:38022,100287193.0,ENSG00000226912,1,3,3
6307,6307,Approved,HGNC:29882,23479.0,ENSG00000136003,1,1,1
6308,6308,Approved,HGNC:38021,100462833.0,ENSG00000238051,1,3,3
6309,6309,Approved,HGNC:4053,9636.0,ENSG00000187608,1,1,1
6310,6310,Approved,HGNC:6130,3669.0,ENSG00000172183,1,1,1
6311,6311,Approved,HGNC:25745,81875.0,ENSG00000143319,1,1,1
6312,6312,Approved,HGNC:56904,100128365.0,ENSG00000220748,1,3,3
6313,6313,Approved,HGNC:56905,100421976.0,ENSG00000255710,1,3,3
6314,6314,Approved,HGNC:6132,3670.0,ENSG00000016082,1,1,1
6315,6315,Approved,HGNC:55414,642366.0,ENSG00000259663,1,2,2
6316,6316,Approved,HGNC:18524,64843.0,ENSG00000159556,1,1,1
6317,6317,Approved,HGNC:6133,3671.0,ENSG00000129009,1,1,1
6318,6318,Approved,HGNC:29286,57611.0,ENSG00000167178,1,1,1
6319,6319,Approved,HGNC:16213,140862.0,ENSG00000101230,1,1,1
6320,6320,Approved,HGNC:44313,100505536.0,ENSG00000226263,1,2,2
6321,6321,Approved,HGNC:23176,145501.0,ENSG00000100593,1,1,1
6322,6322,Approved,HGNC:24254,51015.0,ENSG00000066583,1,1,1
6323,6323,Approved,HGNC:26278,79763.0,ENSG00000063241,1,1,1
6324,6324,Approved,HGNC:28977,9798.0,ENSG00000182149,1,1,1
6325,6325,Approved,HGNC:28084,91464.0,ENSG00000175329,1,1,1
6326,6326,Approved,HGNC:29201,57461.0,ENSG00000240682,1,1,1
6327,6327,Approved,HGNC:42969,100534599.0,ENSG00000261796,1,4,6
6328,6328,Approved,HGNC:29821,51477.0,ENSG00000105655,1,1,1
6329,6329,Approved,HGNC:13890,83737.0,ENSG00000078747,1,1,1
6330,6330,Approved,HGNC:40659,106480737.0,ENSG00000236388,1,2,2
6331,6331,Approved,HGNC:41397,100874302.0,ENSG00000231795,1,2,2
6332,6332,Approved,HGNC:30697,81533.0,ENSG00000129636,1,1,1
6333,6333,Approved,HGNC:51383,101927102.0,ENSG00000260281,1,2,2
6334,6334,Approved,HGNC:58303,101927080.0,ENSG00000261369,1,2,2
6335,6335,Approved,HGNC:30879,55846.0,ENSG00000111203,1,1,1
6336,6336,Approved,HGNC:53128,283440.0,ENSG00000258325,1,2,2
6337,6337,Approved,HGNC:6134,3672.0,ENSG00000213949,1,1,1
6338,6338,Approved,HGNC:6137,3673.0,ENSG00000164171,1,1,1
6339,6339,Approved,HGNC:40306,121232372.0,ENSG00000249899,1,2,2
6340,6340,Approved,HGNC:6138,3674.0,ENSG00000005961,1,1,1
6341,6341,Approved,HGNC:6139,3675.0,ENSG00000005884,1,1,1
6342,6342,Approved,HGNC:6140,3676.0,ENSG00000115232,1,1,1
6343,6343,Approved,HGNC:6141,3678.0,ENSG00000161638,1,1,1
6344,6344,Approved,HGNC:6142,3655.0,ENSG00000091409,1,1,1
6345,6345,Approved,HGNC:40308,101929947.0,ENSG00000232788,1,2,2
6346,6346,Approved,HGNC:6143,3679.0,ENSG00000135424,1,1,1
6347,6347,Approved,HGNC:6144,8516.0,ENSG00000077943,1,1,1
6348,6348,Approved,HGNC:6145,3680.0,ENSG00000144668,1,1,1
6349,6349,Approved,HGNC:49668,101928153.0,ENSG00000235257,1,2,2
6350,6350,Approved,HGNC:6135,8515.0,ENSG00000143127,1,1,1
6351,6351,Approved,HGNC:6136,22801.0,ENSG00000137809,1,1,1
6352,6352,Approved,HGNC:6146,3681.0,ENSG00000156886,1,1,1
6353,6353,Approved,HGNC:6147,3682.0,ENSG00000083457,1,1,1
6354,6354,Approved,HGNC:56927,132542983.0,ENSG00000218521,1,3,3
6355,6355,Approved,HGNC:6148,3683.0,ENSG00000005844,1,1,1
6356,6356,Approved,HGNC:56737,128667228.0,ENSG00000261332,1,2,2
6357,6357,Approved,HGNC:6149,3684.0,ENSG00000169896,1,1,1
6358,6358,Approved,HGNC:6150,3685.0,ENSG00000138448,1,1,1
6359,6359,Entry Withdrawn,HGNC:6151,,,1,4,4
6360,6360,Approved,HGNC:6152,3687.0,ENSG00000140678,1,1,1
6361,6361,Approved,HGNC:6153,3688.0,ENSG00000150093,1,1,1
6362,6362,Approved,HGNC:53718,101929475.0,ENSG00000229656,1,2,2
6363,6363,Approved,HGNC:23927,9270.0,ENSG00000119185,1,1,1
6364,6364,Approved,HGNC:6154,26548.0,ENSG00000147166,1,1,1
6365,6365,Approved,HGNC:3781,100422691.0,ENSG00000269378,1,3,3
6366,6366,Approved,HGNC:6155,3689.0,ENSG00000160255,1,1,1
6367,6367,Approved,HGNC:44304,100505746.0,ENSG00000227039,1,2,2
6368,6368,Approved,HGNC:6156,3690.0,ENSG00000259207,1,1,1
6369,6369,Approved,HGNC:6157,23421.0,ENSG00000142856,1,1,1
6370,6370,Approved,HGNC:6158,3691.0,ENSG00000132470,1,1,1
6371,6371,Approved,HGNC:6160,3693.0,ENSG00000082781,1,1,1
6372,6372,Approved,HGNC:40309,100873992.0,ENSG00000244286,1,2,2
6373,6373,Approved,HGNC:6161,3694.0,ENSG00000115221,1,1,1
6374,6374,Approved,HGNC:6162,3695.0,ENSG00000139626,1,1,1
6375,6375,Approved,HGNC:6163,3696.0,ENSG00000105855,1,1,1
6376,6376,Approved,HGNC:55257,101927811.0,ENSG00000271133,1,2,2
6377,6377,Approved,HGNC:6164,9358.0,ENSG00000198542,1,1,1
6378,6378,Approved,HGNC:6166,3697.0,ENSG00000055957,1,1,1
6379,6379,Approved,HGNC:6167,3698.0,ENSG00000151655,1,1,1
6380,6380,Entry Withdrawn,HGNC:43432,,,1,2,2
6381,6381,Approved,HGNC:6168,3699.0,ENSG00000162267,1,1,1
6382,6382,Approved,HGNC:6169,3700.0,ENSG00000055955,1,1,1
6383,6383,Approved,HGNC:40310,100873993.0,ENSG00000239799,1,2,2
6384,6384,Approved,HGNC:21449,80760.0,ENSG00000123243,1,1,1
6385,6385,Approved,HGNC:28907,347365.0,ENSG00000102313,1,1,1
6386,6386,Approved,HGNC:6171,3702.0,ENSG00000113263,1,1,1
6387,6387,Approved,HGNC:18259,55600.0,ENSG00000179914,1,1,1
6388,6388,Approved,HGNC:20599,142683.0,ENSG00000158764,1,1,1
6389,6389,Approved,HGNC:6173,9452.0,ENSG00000078596,1,1,1
6390,6390,Approved,HGNC:6174,9445.0,ENSG00000136156,1,1,1
6391,6391,Approved,HGNC:20919,100420308.0,ENSG00000266853,1,3,3
6392,6392,Approved,HGNC:6175,81618.0,ENSG00000135916,1,1,1
6393,6393,Approved,HGNC:6176,3704.0,ENSG00000125877,1,1,1
6394,6394,Approved,HGNC:6177,3705.0,ENSG00000100605,1,1,1
6395,6395,Approved,HGNC:20132,319085.0,ENSG00000258730,1,2,2
6396,6396,Approved,HGNC:54951,100421108.0,ENSG00000237351,1,3,3
6397,6397,Approved,HGNC:6178,3706.0,ENSG00000137825,1,1,1
6398,6398,Approved,HGNC:6179,3707.0,ENSG00000143772,1,1,1
6399,6399,Approved,HGNC:40312,100873994.0,ENSG00000228548,1,2,2
6400,6400,Approved,HGNC:41349,100506443.0,ENSG00000228382,1,2,2
6401,6401,Approved,HGNC:14897,80271.0,ENSG00000086544,1,1,1
6402,6402,Approved,HGNC:6180,3708.0,ENSG00000150995,1,1,1
6403,6403,Approved,HGNC:44470,100996539.0,ENSG00000231249,1,2,2
6404,6404,Approved,HGNC:6181,3709.0,ENSG00000123104,1,1,1
6405,6405,Approved,HGNC:58268,,ENSG00000255968,1,2,2
6406,6406,Approved,HGNC:6182,3710.0,ENSG00000096433,1,1,1
6407,6407,Approved,HGNC:56127,101929188.0,,1,2,2
6408,6408,Approved,HGNC:27363,223075.0,ENSG00000180347,1,1,1
6409,6409,Approved,HGNC:11319,6744.0,ENSG00000138434,1,1,1
6410,6410,Approved,HGNC:55386,119863860.0,ENSG00000260742,1,2,2
6411,6411,Approved,HGNC:29370,85450.0,ENSG00000148841,1,1,1
6412,6412,Approved,HGNC:54100,101927472.0,ENSG00000228261,1,2,2
6413,6413,Approved,HGNC:29371,150771.0,ENSG00000198885,1,1,1
6414,6414,Approved,HGNC:27257,162073.0,ENSG00000205730,1,1,1
6415,6415,Approved,HGNC:58271,,ENSG00000261759,1,2,2
6416,6416,Approved,HGNC:6183,6453.0,ENSG00000205726,1,1,1
6417,6417,Approved,HGNC:6184,50618.0,ENSG00000198399,1,1,1
6418,6418,Approved,HGNC:56237,105369381.0,ENSG00000289625,1,2,2
6419,6419,Entry Withdrawn,HGNC:6185,,,1,5,7
6420,6420,Approved,HGNC:6186,3712.0,ENSG00000128928,1,1,1
6421,6421,Approved,HGNC:6187,3713.0,ENSG00000163207,1,1,1
6422,6422,Approved,HGNC:16951,10625.0,ENSG00000116679,1,1,1
6423,6423,Approved,HGNC:25467,55677.0,ENSG00000163166,1,1,1
6424,6424,Approved,HGNC:21071,389434.0,ENSG00000009765,1,1,1
6425,6425,Approved,HGNC:28539,284359.0,ENSG00000182264,1,1,1
6426,6426,Approved,HGNC:32565,390243.0,ENSG00000183560,1,1,1
6427,6427,Approved,HGNC:28518,126123.0,ENSG00000161652,1,1,1
6428,6428,Approved,HGNC:31421,100129669.0,ENSG00000205442,1,1,1
6429,6429,Approved,HGNC:26950,113177.0,ENSG00000099840,1,1,1
6430,6430,Approved,HGNC:30027,79960.0,ENSG00000077684,1,1,1
6431,6431,Approved,HGNC:22984,23338.0,ENSG00000043143,1,1,1
6432,6432,Approved,HGNC:22982,9767.0,ENSG00000102221,1,1,1
6433,6433,Approved,HGNC:48601,101669763.0,ENSG00000280711,1,2,2
6434,6434,Approved,HGNC:6188,182.0,ENSG00000101384,1,1,1
6435,6435,Approved,HGNC:6189,3714.0,ENSG00000184916,1,1,1
6436,6436,Approved,HGNC:26926,84522.0,ENSG00000171135,1,1,1
6437,6437,Approved,HGNC:6190,3716.0,ENSG00000162434,1,1,1
6438,6438,Approved,HGNC:6192,3717.0,ENSG00000096968,1,1,1
6439,6439,Approved,HGNC:6193,3718.0,ENSG00000105639,1,1,1
6440,6440,Approved,HGNC:26460,152789.0,ENSG00000152969,1,1,1
